Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2006-10-27,81.75,82.45,80.01,80.41,21248800.0,0.0,1.0,10.5060144029,10.5959741593,10.2824001514,10.3338057265,148741600.0
2006-10-30,79.985,80.9,79.5,80.42,17854200.0,0.0,1.0,10.279187303,10.3967775559,10.2168580432,10.3350908659,124979400.0
2006-10-31,81.45,81.68,80.23,81.08,17909800.0,0.0,1.0,10.4674602216,10.4970184273,10.3106732177,10.4199100647,125368600.0
2006-11-01,81.1,81.38,78.36,79.16,21828300.0,0.0,1.0,10.4224803435,10.458464246,10.0703521543,10.1731633044,152798100.0
2006-11-02,78.915,79.32,78.5,78.98,16624400.0,0.0,1.0,10.1416773897,10.1937255344,10.0883441056,10.1500307956,116370800.0
2006-11-03,79.36,79.53,77.79,78.29,15424600.0,0.0,1.0,10.1988660919,10.2207134613,9.99709920984,10.0613561787,107972200.0
2006-11-06,78.95,80.06,78.43,79.71,15520600.0,0.0,1.0,10.1461753775,10.2888258483,10.0793481299,10.2438459701,108644200.0
2006-11-07,80.45,81.0,80.13,80.51,18783300.0,0.0,1.0,10.338946284,10.4096289497,10.2978218239,10.3466571202,131483100.0
2006-11-08,80.02,82.69,79.89,82.45,24675600.0,0.0,1.0,10.2836852908,10.6268175043,10.2669784789,10.5959741593,172729200.0
2006-11-09,82.9,84.69,82.12,83.34,32966200.0,0.0,1.0,10.6538054312,10.8838453796,10.5535645599,10.7103515638,230763400.0
2006-11-10,83.55,83.6,82.5,83.12,13352300.0,0.0,1.0,10.7373394907,10.7437651876,10.6023998562,10.6820784975,93466100.0
2006-11-13,83.22,84.45,82.64,84.35,16095500.0,0.0,1.0,10.6949298913,10.8530020346,10.6203918074,10.8401506408,112668500.0
2006-11-14,84.8,85.0,83.9,85.0,21034100.0,0.0,1.0,10.8979819128,10.9236847003,10.7823193689,10.9236847003,147238700.0
2006-11-15,85.05,85.9,84.0,84.05,23404400.0,0.0,1.0,10.9301103972,11.0393472442,10.7951707626,10.8015964595,163830800.0
2006-11-16,84.87,86.3,84.62,85.61,24783600.0,0.0,1.0,10.9069778884,11.0907528192,10.874849404,11.0020782023,173485200.0
2006-11-17,85.145,85.94,85.0,85.85,16658000.0,0.0,1.0,10.9423192213,11.0444878017,10.9236847003,11.0329215473,116606000.0
2006-11-20,85.4,87.0,85.2,86.47,20385500.0,0.0,1.0,10.9750902754,11.1807125756,10.9493874878,11.1126001886,142698500.0
2006-11-21,87.42,88.6,87.11,88.6,22238100.0,0.0,1.0,11.2346884294,11.3863348758,11.1948491087,11.3863348758,155666700.0
2006-11-22,88.99,90.75,87.85,90.31,23997900.0,0.0,1.0,11.4364553115,11.6626398418,11.2899494226,11.6060937092,167985300.0
2006-11-24,89.53,93.08,89.5,91.63,18524200.0,0.0,1.0,11.5058528379,11.9620773165,11.5019974197,11.7757321069,129669400.0
2006-11-27,92.51,93.159,89.5,89.54,38387000.0,0.0,1.0,11.8888243721,11.9722299176,11.5019974197,11.5071379772,268709000.0
2006-11-28,90.36,91.97,89.91,91.81,37006200.0,0.0,1.0,11.6125194061,11.8194268457,11.5546881342,11.7988646157,259043400.0
2006-11-29,93.0,93.15,90.25,91.8,41324400.0,0.0,1.0,11.9517962015,11.9710732921,11.598382873,11.7975794763,289270800.0
2006-11-30,92.215,92.68,91.06,91.66,31088800.0,0.0,1.0,11.8509127604,11.9106717415,11.7024791625,11.779587525,217621600.0
2006-12-01,91.8,92.33,90.1,91.32,28395700.0,0.0,1.0,11.7975794763,11.8656918633,11.5791057823,11.7358927862,198769900.0
2006-12-04,91.88,92.05,90.5,91.12,25340600.0,0.0,1.0,11.8078605913,11.8297079607,11.6305113574,11.7101899987,177384200.0
2006-12-05,91.655,92.33,90.87,91.27,23672800.0,0.0,1.0,11.7789449554,11.8656918633,11.6780615143,11.7294670894,165709600.0
2006-12-06,90.645,91.39,89.67,89.83,22792300.0,0.0,1.0,11.6491458783,11.7448887619,11.5238447891,11.5444070191,159546100.0
2006-12-07,90.025,90.5,86.9,87.04,35886700.0,0.0,1.0,11.569467237,11.6305113574,11.1678611818,11.1858531331,251206900.0
2006-12-08,87.23,89.39,87.0,88.26,28009900.0,0.0,1.0,11.2102707813,11.4878608866,11.1807125756,11.342640137,196069300.0
2006-12-11,88.9,89.3,88.05,88.75,17849300.0,0.0,1.0,11.4248890571,11.4762946322,11.3156522101,11.4056119665,124945100.0
2006-12-12,88.61,88.84,85.53,86.14,36665000.0,0.0,1.0,11.3876200152,11.4171782209,10.9917970873,11.0701905892,256655000.0
2006-12-13,87.95,89.07,87.15,89.05,30609000.0,0.0,1.0,11.3028008164,11.4467364265,11.1999896662,11.4441661478,214263000.0
2006-12-14,89.05,90.0,88.26,88.55,29726100.0,0.0,1.0,11.4441661478,11.5662543885,11.342640137,11.379909179,208082700.0
2006-12-15,89.02,89.22,87.33,87.72,26426400.0,0.0,1.0,11.4403107297,11.4660135172,11.223122175,11.2732426107,184984800.0
2006-12-18,87.625,88.0,84.59,85.47,25770600.0,0.0,1.0,11.2610337866,11.3092265132,10.8709939859,10.984086251,180394200.0
2006-12-19,84.73,86.68,83.62,86.31,32550200.0,0.0,1.0,10.8889859371,11.1395881155,10.7463354663,11.0920379586,227851400.0
2006-12-20,86.47,86.67,84.74,84.76,20274700.0,0.0,1.0,11.1126001886,11.1383029762,10.8902710765,10.8928413553,141922900.0
2006-12-21,84.6956,85.48,82.2,82.9,32271400.0,0.0,1.0,10.8845650577,10.9853713904,10.5638456749,10.6538054312,225899800.0
2006-12-22,83.46,84.0391,81.6,82.2,21903700.0,0.0,1.0,10.7257732363,10.8001956576,10.4867373123,10.5638456749,153325900.0
2006-12-26,82.15,82.57,80.89,81.51,17524600.0,0.0,1.0,10.557419978,10.6113958318,10.3954924166,10.4751710579,122672200.0
2006-12-27,78.15,82.0,76.77,81.52,69134100.0,0.0,1.0,10.0433642274,10.5381428873,9.86601499343,10.4764561973,483938700.0
2006-12-28,80.22,81.25,79.65,80.87,39995600.0,0.0,1.0,10.3093880783,10.4417574341,10.2361351339,10.3929221378,279969200.0
2006-12-29,83.95,85.4,83.36,84.84,38443900.0,0.0,1.0,10.7887450658,10.9750902754,10.7129218425,10.9031224703,269107300.0
2007-01-03,86.29,86.58,81.9,83.8,44225700.0,0.0,1.0,11.0894676799,11.1267367218,10.5252914936,10.7694679751,309579900.0
2007-01-04,84.05,85.95,83.82,85.66,30259300.0,0.0,1.0,10.8015964595,11.0457729411,10.7720382539,11.0085038991,211815100.0
2007-01-05,85.77,86.2,84.4,85.05,29812200.0,0.0,1.0,11.0226404323,11.0779014255,10.8465763377,10.9301103972,208685400.0
2007-01-08,85.96,86.53,85.28,85.47,28468100.0,0.0,1.0,11.0470580804,11.1203110249,10.9596686028,10.984086251,199276700.0
2007-01-09,86.45,92.98,85.15,92.57,119617800.0,0.0,1.0,11.1100299099,11.9492259227,10.9429617909,11.8965352083,837324600.0
2007-01-10,94.75,97.8,93.45,97.0,105460000.0,0.0,1.0,12.1766955924,12.5686631022,12.0096274734,12.4658519521,738220000.0
2007-01-11,95.94,96.78,95.1,95.8,51437600.0,0.0,1.0,12.3296271782,12.4375788858,12.2216754706,12.3116352269,360063200.0
2007-01-12,94.59,95.06,93.23,94.62,46881800.0,0.0,1.0,12.1561333624,12.2165349131,11.9813544072,12.1599887805,328172600.0
2007-01-16,95.68,97.25,95.45,97.1,44431300.0,0.0,1.0,12.2962135544,12.4979804365,12.2666553487,12.4787033459,311019100.0
2007-01-17,97.56,97.6,94.82,94.95,58795000.0,0.0,1.0,12.5378197572,12.5429603147,12.185691568,12.2023983799,411565000.0
2007-01-18,92.1,92.11,89.05,89.07,84450200.0,0.0,1.0,11.8361336576,11.837418797,11.4441661478,11.4467364265,591151400.0
2007-01-19,88.63,89.65,88.12,88.5,48731200.0,0.0,1.0,11.390190294,11.5212745104,11.3246481858,11.3734834821,341118400.0
2007-01-22,89.14,89.16,85.65,86.79,51929500.0,0.0,1.0,11.4557324022,11.4583026809,11.0072187598,11.1537246487,363506500.0
2007-01-23,85.73,87.51,85.51,85.7,43122300.0,0.0,1.0,11.0174998748,11.2462546838,10.9892268085,11.0136444567,301856100.0
2007-01-24,86.68,87.15,86.08,86.7,33136200.0,0.0,1.0,11.1395881155,11.1999896662,11.062479753,11.1421583943,231953400.0
2007-01-25,87.111,88.5,86.03,86.25,32356200.0,0.0,1.0,11.1949776227,11.3734834821,11.0560540561,11.0843271224,226493400.0
2007-01-26,87.115,87.37,84.99,85.38,35245500.0,0.0,1.0,11.1954916784,11.2282627325,10.9223995609,10.9725199966,246718500.0
2007-01-29,86.3,86.65,85.53,85.94,32202300.0,0.0,1.0,11.0907528192,11.1357326974,10.9917970873,11.0444878017,225416100.0
2007-01-30,86.43,86.49,85.25,85.55,20641800.0,0.0,1.0,11.1074596311,11.1151704674,10.9558131847,10.994367366,144492600.0
2007-01-31,84.86,86.0,84.35,85.73,30573900.0,0.0,1.0,10.905692749,11.0521986379,10.8401506408,11.0174998748,214017300.0
2007-02-01,86.23,86.27,84.74,84.74,23726500.0,0.0,1.0,11.0817568436,11.0868974011,10.8902710765,10.8902710765,166085500.0
2007-02-02,84.12,85.25,83.7,84.75,22197500.0,0.0,1.0,10.8105924352,10.9558131847,10.7566165814,10.8915562159,155382500.0
2007-02-05,84.3,85.23,83.94,83.94,20673300.0,0.0,1.0,10.8337249439,10.953242906,10.7874599264,10.7874599264,144713100.0
2007-02-06,84.45,84.47,82.86,84.15,30871200.0,0.0,1.0,10.8530020346,10.8555723133,10.6486648737,10.8144478533,216098400.0
2007-02-07,84.48,86.38,83.55,86.15,38100900.0,0.0,1.0,10.8568574527,11.1010339343,10.7373394907,11.0714757286,266706300.0
2007-02-08,85.43,86.51,85.41,86.18,24251100.0,0.0,1.0,10.9789456935,11.1177407461,10.9763754147,11.0753311467,169757700.0
2007-02-09,85.88,86.2,83.21,83.27,30733600.0,0.0,1.0,11.0367769654,11.0779014255,10.6936447519,10.7013555882,215135200.0
2007-02-12,84.43,85.18,83.63,84.88,25859700.0,0.0,1.0,10.8504317558,10.9468172091,10.7476206057,10.9082630278,181017900.0
2007-02-13,85.16,85.29,84.3,84.7,20749500.0,0.0,1.0,10.9442469303,10.9609537422,10.8337249439,10.885130519,145246500.0
2007-02-14,84.63,85.64,84.57,85.3,18142200.0,0.0,1.0,10.8761345434,11.0059336204,10.8684237071,10.9622388816,126995400.0
2007-02-15,85.44,85.62,84.78,85.21,12987900.0,0.0,1.0,10.9802308329,11.0033633416,10.895411634,10.9506726272,90915300.0
2007-02-16,85.25,85.41,84.66,84.83,14281000.0,0.0,1.0,10.9558131847,10.9763754147,10.8799899615,10.9018373309,99967000.0
2007-02-20,84.65,86.16,84.16,85.9,22060800.0,0.0,1.0,10.8787048221,11.072760868,10.8157329927,11.0393472442,154425600.0
2007-02-21,85.98,89.49,85.96,89.2,41261200.0,0.0,1.0,11.0496283592,11.5007122803,11.0470580804,11.4634432384,288828400.0
2007-02-22,90.8,90.81,88.53,89.51,29936600.0,0.0,1.0,11.6690655387,11.670350678,11.3773389002,11.5032825591,209556200.0
2007-02-23,89.16,90.34,88.85,89.07,18496200.0,0.0,1.0,11.4583026809,11.6099491274,11.4184633603,11.4467364265,129473400.0
2007-02-26,89.84,90.0,87.61,88.65,21994600.0,0.0,1.0,11.5456921585,11.5662543885,11.2591060776,11.3927605727,153962200.0
2007-02-27,86.3,87.08,83.41,83.93,40921900.0,0.0,1.0,11.0907528192,11.1909936906,10.7193475394,10.786174787,286453300.0
2007-02-28,83.0,85.6,83.0,84.61,32838400.0,0.0,1.0,10.666656825,11.0007930629,10.666656825,10.8735642646,229868800.0
2007-03-01,84.03,88.31,83.75,87.06,50554600.0,0.0,1.0,10.7990261808,11.3490658339,10.7630422782,11.1884234119,353882200.0
2007-03-02,86.77,87.54,85.21,85.41,30714300.0,0.0,1.0,11.1511543699,11.2501101019,10.9506726272,10.9763754147,215000100.0
2007-03-05,85.89,88.65,85.76,86.3199,29960700.0,0.0,1.0,11.0380621048,11.3927605727,11.0213552929,11.0933102466,209724900.0
2007-03-06,87.8,88.31,87.4,88.19,25828100.0,0.0,1.0,11.2835237257,11.3490658339,11.2321181507,11.3336441614,180796700.0
2007-03-07,88.05,88.97,87.45,87.72,22367300.0,0.0,1.0,11.3156522101,11.4338850328,11.2385438475,11.2732426107,156571100.0
2007-03-08,88.59,88.72,87.46,88.0,18250400.0,0.0,1.0,11.3850497365,11.4017565484,11.2398289869,11.3092265132,127752800.0
2007-03-09,88.8,88.85,87.4,87.97,16137000.0,0.0,1.0,11.4120376634,11.4184633603,11.2321181507,11.3053710951,112959000.0
2007-03-12,88.07,89.99,87.99,89.87,26050300.0,0.0,1.0,11.3182224889,11.5649692492,11.3079413739,11.5495475767,182352100.0
2007-03-13,89.41,90.6,88.4,88.4,30996100.0,0.0,1.0,11.4904311653,11.6433627511,11.3606320883,11.3606320883,216972700.0
2007-03-14,88.6,90.0,87.92,90.0,28449500.0,0.0,1.0,11.3863348758,11.5662543885,11.2989453982,11.5662543885,199146500.0
2007-03-15,89.96,90.36,89.31,89.57,19982100.0,0.0,1.0,11.561113831,11.6125194061,11.4775797716,11.5109933954,139874700.0
2007-03-16,89.538,89.99,89.32,89.59,20418000.0,0.0,1.0,11.5068809494,11.5649692492,11.4788649109,11.5135636741,142926000.0
2007-03-19,90.24,91.55,89.59,91.13,25462900.0,0.0,1.0,11.5970977336,11.7654509919,11.5135636741,11.7114751381,178240300.0
2007-03-20,91.35,91.84,91.06,91.48,17461300.0,0.0,1.0,11.7397482044,11.8027200338,11.7024791625,11.7564550163,122229100.0
2007-03-21,91.99,94.0,91.65,93.87,24532000.0,0.0,1.0,11.8219971245,12.0803101392,11.7783023857,12.0636033273,171724000.0
2007-03-22,93.73,94.36,93.0,93.96,20053300.0,0.0,1.0,12.045611376,12.1265751567,11.9517962015,12.0751695816,140373100.0
2007-03-23,93.35,94.07,93.3,93.52,16103000.0,0.0,1.0,11.9967760797,12.0893061148,11.9903503828,12.0186234491,112721000.0
2007-03-26,93.99,95.9,93.3,95.85,30892400.0,0.0,1.0,12.0790249998,12.3244866207,11.9903503828,12.3180609238,216246800.0
2007-03-27,95.71,96.83,95.0,95.46,33287600.0,0.0,1.0,12.3000689725,12.4440045827,12.2088240768,12.2679404881,233013200.0
2007-03-28,94.88,95.4,93.15,93.24,33654900.0,0.0,1.0,12.1934024043,12.2602296519,11.9710732921,11.9826395465,235584300.0
2007-03-29,94.19,94.19,92.23,93.75,25918700.0,0.0,1.0,12.1047277873,12.1047277873,11.8528404695,12.0481816547,181430900.0
2007-03-30,94.28,94.68,92.75,92.91,21448500.0,0.0,1.0,12.1162940417,12.1676996168,11.9196677171,11.9402299471,150139500.0
2007-04-02,94.14,94.25,93.02,93.65,17928300.0,0.0,1.0,12.0983020904,12.1124386236,11.9543664803,12.035330261,125498100.0
2007-04-03,94.14,95.23,93.76,94.5,20854800.0,0.0,1.0,12.0983020904,12.2383822825,12.0494667941,12.144567108,145983600.0
2007-04-04,94.94,95.14,94.13,94.27,17028000.0,0.0,1.0,12.2011132405,12.2268160281,12.097016951,12.1150089023,119196000.0
2007-04-05,94.12,94.68,93.52,94.68,12697000.0,0.0,1.0,12.0957318117,12.1676996168,12.0186234491,12.1676996168,88879000.0
2007-04-09,95.21,95.3,93.04,93.65,14762200.0,0.0,1.0,12.2358120037,12.2473782581,11.956936759,12.035330261,103335400.0
2007-04-10,93.67,94.258,93.41,94.25,12588100.0,0.0,1.0,12.0379005397,12.1134667351,12.0044869159,12.1124386236,88116700.0
2007-04-11,93.9,93.95,92.33,92.59,19607800.0,0.0,1.0,12.0674587454,12.0738844423,11.8656918633,11.8991054871,137254600.0
2007-04-12,92.04,92.31,90.72,92.19,23452700.0,0.0,1.0,11.8284228214,11.8631215845,11.6587844237,11.847699912,164168900.0
2007-04-13,90.9,91.4001,90.0599,90.24,25712200.0,0.0,1.0,11.6819169324,11.7461867527,11.5739523734,11.5970977336,179985400.0
2007-04-16,90.57,91.5,90.25,91.43,21751200.0,0.0,1.0,11.639507333,11.759025295,11.598382873,11.7500293194,152258400.0
2007-04-17,92.0,92.3,89.7,90.35,26854300.0,0.0,1.0,11.8232822639,11.8618364451,11.5277002073,11.6112342667,187980100.0
2007-04-18,90.16,90.85,89.6,90.4,16573000.0,0.0,1.0,11.5868166186,11.6754912356,11.5148488135,11.6176599636,116011000.0
2007-04-19,90.19,91.25,89.83,90.27,15211200.0,0.0,1.0,11.5906720367,11.7268968106,11.5444070191,11.6009531517,106478400.0
2007-04-20,90.889,91.18,90.55,90.97,18670700.0,0.0,1.0,11.6805032791,11.717900835,11.6369370543,11.6909129081,130694900.0
2007-04-23,91.585,93.8,91.42,93.51,27867500.0,0.0,1.0,11.7699489797,12.0546073516,11.74874418,12.0173383097,195072500.0
2007-04-24,93.96,96.39,91.3,93.24,37687600.0,0.0,1.0,12.0751695816,12.3874584501,11.7333225075,11.9826395465,263813200.0
2007-04-25,94.23,95.4,93.8,95.348,42398000.0,0.0,1.0,12.1098683448,12.2602296519,12.0546073516,12.2535469271,296786000.0
2007-04-26,101.58,102.5,98.3,98.84,62063500.0,0.0,1.0,13.0544457865,13.1726786092,12.6329200711,12.7023175974,434444500.0
2007-04-27,98.18,99.95,97.69,99.92,24978700.0,0.0,1.0,12.6174983985,12.8449680682,12.5545265691,12.84111265,174850900.0
2007-04-30,100.09,101.0,99.67,99.8,22018200.0,0.0,1.0,12.8629600194,12.9799077027,12.8089841656,12.8256909775,154127400.0
2007-05-01,99.59,100.35,98.55,99.47,19018700.0,0.0,1.0,12.7987030506,12.8963736432,12.6650485555,12.7832813781,133130900.0
2007-05-02,99.65,100.54,99.47,100.39,18040900.0,0.0,1.0,12.8064138869,12.9207912914,12.7832813781,12.9015142007,126286300.0
2007-05-03,100.73,101.45,100.01,100.4,20574200.0,0.0,1.0,12.9452089395,13.0377389746,12.8526789044,12.9027993401,144019400.0
2007-05-04,100.8,101.6,100.5,100.81,13642400.0,0.0,1.0,12.9542049152,13.0570160653,12.9156507339,12.9554900546,95496800.0
2007-05-07,101.08,104.35,101.01,103.92,30769900.0,0.0,1.0,12.9901888177,13.4104293938,12.9811928421,13.3551684006,215389300.0
2007-05-08,103.47,105.15,103.42,105.06,27999900.0,0.0,1.0,13.2973371287,13.513240544,13.2909114318,13.5016742896,195999300.0
2007-05-09,104.91,106.96,104.89,106.88,25634200.0,0.0,1.0,13.4823971989,13.7458507711,13.4798269202,13.7355696561,179439400.0
2007-05-10,106.63,108.84,105.92,107.34,42759200.0,0.0,1.0,13.7034411717,13.9874569739,13.6121962759,13.7946860674,299314400.0
2007-05-11,107.74,109.13,106.78,108.74,23346300.0,0.0,1.0,13.8460916425,14.0247260158,13.7227182623,13.9746055801,163424100.0
2007-05-14,109.62,110.0,108.25,109.36,23283800.0,0.0,1.0,14.0876978453,14.1365331416,13.9116337507,14.0542842215,162986600.0
2007-05-15,109.57,110.2,106.48,107.52,34089800.0,0.0,1.0,14.0812721484,14.1622359291,13.684164081,13.8178185762,238628600.0
2007-05-16,108.53,108.83,103.42,107.34,40241700.0,0.0,1.0,13.9476176532,13.9861718345,13.2909114318,13.7946860674,281691900.0
2007-05-17,107.15,109.87,107.15,109.44,26260400.0,0.0,1.0,13.7702684193,14.1198263297,13.7702684193,14.0645653365,183822800.0
2007-05-18,110.23,110.64,109.77,110.02,22190900.0,0.0,1.0,14.1660913472,14.2187820617,14.1069749359,14.1391034203,155336300.0
2007-05-21,110.31,112.45,110.05,111.98,22853300.0,0.0,1.0,14.1763724622,14.4513922888,14.1429588384,14.3909907381,159973100.0
2007-05-22,112.49,113.75,112.01,113.54,20443200.0,0.0,1.0,14.4565328463,14.6184604078,14.3948461562,14.5914724808,143102400.0
2007-05-23,114.02,115.0,112.59,112.89,32549100.0,0.0,1.0,14.6531591709,14.7791028298,14.4693842401,14.5079384214,227843700.0
2007-05-24,112.81,114.46,110.37,110.69,31691500.0,0.0,1.0,14.4976573064,14.7097053035,14.1840832985,14.2252077585,221840500.0
2007-05-25,112.0,113.78,111.5,113.62,22605700.0,0.0,1.0,14.3935610169,14.6223158259,14.329304048,14.6017535959,158239900.0
2007-05-29,114.45,114.86,112.69,114.35,23060500.0,0.0,1.0,14.7084201641,14.7611108785,14.4822356338,14.6955687703,161423500.0
2007-05-30,114.3,118.88,113.53,118.77,52801600.0,0.0,1.0,14.6891430735,15.2777369079,14.5901873415,15.2636003748,369611200.0
2007-05-31,120.07,122.17,119.541,121.191,46323800.0,0.0,1.0,15.4306684937,15.7005477628,15.3626846207,15.5747326178,324266600.0
2007-06-01,121.1,121.19,118.29,118.4,31616500.0,0.0,1.0,15.5630378495,15.5746041039,15.2019136847,15.2160502178,221315500.0
2007-06-04,118.63,121.73,117.9,121.33,31666900.0,0.0,1.0,15.2456084235,15.6440016302,15.151793249,15.5925960551,221668300.0
2007-06-05,121.41,122.69,120.5,122.67,32885200.0,0.0,1.0,15.6028771702,15.7673750103,15.4859294869,15.7648047316,230196400.0
2007-06-06,122.3,124.05,121.95,123.64,39722900.0,0.0,1.0,15.7172545747,15.9421539656,15.6722746965,15.8894632511,278060300.0
2007-06-07,124.99,127.61,123.19,124.069,68395700.0,0.0,1.0,16.0629570669,16.3996635836,15.8316319792,15.9445957304,478769900.0
2007-06-08,125.825,125.83,122.29,124.49,44345800.0,0.0,1.0,16.1702662049,16.1709087746,15.7159694353,15.9987000981,310420600.0
2007-06-11,126.0,126.15,119.54,120.19,66937800.0,0.0,1.0,16.192756144,16.2120332346,15.3625561067,15.4460901662,468564600.0
2007-06-12,119.35,121.71,118.31,120.38,50948800.0,0.0,1.0,15.3381384586,15.6414313514,15.2044839634,15.4705078144,356641600.0
2007-06-13,121.15,121.19,115.4,117.5,61476900.0,0.0,1.0,15.5694635464,15.5746041039,14.8305084049,15.1003876739,430338300.0
2007-06-14,117.2,119.45,116.42,118.75,34759500.0,0.0,1.0,15.0618334926,15.3509898524,14.9615926213,15.261030096,243316500.0
2007-06-15,120.62,120.67,119.86,120.5,28972100.0,0.0,1.0,15.5013511594,15.5077768563,15.4036805668,15.4859294869,202804700.0
2007-06-18,123.28,125.18,122.54,125.09,32521600.0,0.0,1.0,15.8431982336,16.0873747151,15.7480979197,16.0758084607,227651200.0
2007-06-19,124.69,125.01,122.91,123.66,33679500.0,0.0,1.0,16.0244028856,16.0655273457,15.7956480766,15.8920335299,235756500.0
2007-06-20,123.87,124.66,121.5,121.55,32054000.0,0.0,1.0,15.9190214568,16.0205474675,15.6144434245,15.6208691214,224378000.0
2007-06-21,121.7,124.29,120.72,123.9,30965900.0,0.0,1.0,15.6401462121,15.9729973106,15.5142025532,15.9228768749,216761300.0
2007-06-22,123.85,124.45,122.38,123.0,22567000.0,0.0,1.0,15.916451178,15.9935595406,15.7275356897,15.807214331,157969000.0
2007-06-25,124.19,125.09,121.06,122.34,34478700.0,0.0,1.0,15.9601459168,16.0758084607,15.557897292,15.7223951322,241350900.0
2007-06-26,123.98,124.0,118.72,119.65,48035900.0,0.0,1.0,15.9331579899,15.9357282687,15.2571746779,15.3766926399,336251300.0
2007-06-27,120.61,122.04,119.26,121.89,34810600.0,0.0,1.0,15.50006602,15.6838409509,15.3265722042,15.6645638602,243674200.0
2007-06-28,122.36,122.49,120.0,120.56,29933700.0,0.0,1.0,15.7249654109,15.7416722228,15.4216725181,15.4936403232,209535900.0
2007-06-29,121.97,124.0,121.09,122.04,40637200.0,0.0,1.0,15.6748449752,15.9357282687,15.5617527101,15.6838409509,284460400.0
2007-07-02,121.05,122.09,119.3,121.26,35530800.0,0.0,1.0,15.5566121526,15.6902666478,15.3317127617,15.5836000795,248715600.0
2007-07-03,122.0,127.4,121.5,127.17,41517200.0,0.0,1.0,15.6787003934,16.3726756567,15.6144434245,16.343117451,290620400.0
2007-07-05,128.8,132.97,128.69,132.75,51894700.0,0.0,1.0,16.5525951694,17.0884982894,16.5384586362,17.0602252231,363262900.0
2007-07-06,133.13,133.34,130.4,132.3,31239100.0,0.0,1.0,17.1090605194,17.1360484463,16.7582174696,17.0023939512,218673700.0
2007-07-09,132.38,132.9,129.18,130.3301,35565000.0,0.0,1.0,17.0126750662,17.0795023138,16.6014304657,16.7492343454,248955000.0
2007-07-10,128.88,134.5,128.81,132.35,44821700.0,0.0,1.0,16.5628762844,17.285124614,16.5538803088,17.0088196481,313751900.0
2007-07-11,132.07,133.7,131.31,132.39,29349000.0,0.0,1.0,16.9728357455,17.1823134639,16.8751651529,17.0139602056,205443000.0
2007-07-12,133.85,134.24,132.39,134.0699,25164600.0,0.0,1.0,17.2015905545,17.2517109902,17.0139602056,17.2298507694,176152200.0
